id,book_id,best_book_id,books_count,isbn13,authors,original_publication_year,original_title,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,image_url
6894,190115,190115,18,9780609810120,Caroline Myss,2001,Sacred Contracts: Awakening Your Divine Potential,3.97,12218,12481,191,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6895,4955,4955,26,9781400095570,Dave Eggers,2005,How We Are Hungry,3.75,11282,12077,715,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6896,30292,30292,25,9780872206340,"Plato, G.M.A. Grube, John M. Cooper",-385,"Euthyphro, Apology, Crito, Meno, Phaedo",4.1,13301,13633,187,https://images.gr-assets.com/books/1399079227m/30292.jpg
6898,79121,79121,182,9780525453670,Oscar Wilde,1888,The Happy Prince and The House of Pomegranates,4.22,17522,19156,545,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6900,29519517,29519517,15,9781682305060,Erin Watt,2016,Twisted Palace,4.0,16342,20463,2351,https://images.gr-assets.com/books/1474992523m/29519517.jpg
6901,2493973,2493973,22,9780375955720,Jeanne DuPrau,2008,The Diamond of Darkhold,3.79,18425,20330,1586,https://images.gr-assets.com/books/1320636372m/2493973.jpg
6902,596259,596259,12,9780609807260,Gordon B. Hinckley,2000,Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes,4.61,12708,13279,683,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6903,93802,93802,55,9780141019090,Daniel Silva,2003,A Death In Vienna,4.17,12761,15709,706,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6906,9439989,9439989,22,9780758266930,Jennifer Estep,2011,Touch of Frost,3.96,23343,25742,1905,https://images.gr-assets.com/books/1301505419m/9439989.jpg
6908,31268,31268,54,9780752858520,Robert Ludlum,1984,The Aquitaine Progression,3.9,14100,14718,131,https://images.gr-assets.com/books/1408931400m/31268.jpg
6909,103159,103159,185,9780192838630,John Galsworthy,1921,The Forsyte Saga,4.15,14218,16090,712,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6910,262228,262228,48,9780449003790,Sue Grafton,1999,"""O"" is for Outlaw",3.92,18715,20244,549,https://images.gr-assets.com/books/1403183790m/262228.jpg
6911,2820533,2820533,12,9781423111440,Laurie Faria Stolarz,2008,"Deadly Little Secret (Touch, #1)",3.86,20156,21162,1622,https://images.gr-assets.com/books/1325558484m/2820533.jpg
6912,18282915,18282915,26,9780345543080,"Janet Evanovich, Lee Goldberg",2014,The Chase,3.93,14059,18185,1730,https://images.gr-assets.com/books/1381528974m/18282915.jpg
6913,25403,25403,85,9780753819920,"Jostein Gaarder, James Anderson",2003,Appelsinpiken,3.91,10355,15802,1355,https://images.gr-assets.com/books/1415583796m/25403.jpg
6914,228220,228220,66,9780425132950,"Leigh Nichols, Dean Koontz",1982,The House of Thunder,3.78,14618,15519,417,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6915,71864,71864,58,9780439829110,John Marsden,1994,The Dead of the Night,4.13,15240,17279,607,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6916,18869970,18869970,130,9780316252970,Daphne du Maurier,1951,My Cousin Rachel,3.92,9557,20819,2163,https://images.gr-assets.com/books/1386609405m/18869970.jpg
6917,70509,70509,40,9780812971680,Gary Shteyngart,2006,Absurdistan,3.29,10712,11734,1573,https://images.gr-assets.com/books/1486266465m/70509.jpg
6918,8677937,8677937,18,9780312599060,Sherrilyn Kenyon,2011,Invincible (Chronicles of Nick #2),4.27,19887,21653,1096,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6919,55354,55354,22,9780786887580,George Carlin,2001,Napalm & Silly Putty,4.12,12798,13437,316,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6920,24815,24815,19,9780751500290,Bill Watterson,1992,The Indispensable Calvin and Hobbes: A Calvin and Hobbes Treasury,4.73,14597,16911,325,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6921,46349,46349,28,9780812968380,Firoozeh Dumas,2003,Funny in Farsi: A Memoir of Growing Up Iranian in America,3.76,10008,13656,1957,https://images.gr-assets.com/books/1411923160m/46349.jpg
6923,213975,213975,56,9780749934360,"J.D. Robb, Susan Ericksen",2000,Witness in Death,4.3,19178,22479,693,https://images.gr-assets.com/books/1368396677m/213975.jpg
6924,60211,60211,44,9780671540660,Gene Wolfe,1980,The Shadow of the Torturer,3.8,15507,16508,885,https://images.gr-assets.com/books/1329650008m/60211.jpg
6925,13069935,13069935,13,9780316194690,A.S. King,2012,Ask the Passengers,3.88,17896,18978,2325,https://images.gr-assets.com/books/1371850438m/13069935.jpg
6926,20499240,20499240,21,9780575132500,Ben Aaronovitch,2014,Foxglove Summer,4.18,12167,16816,1513,https://images.gr-assets.com/books/1402338677m/20499240.jpg
6927,261689,261689,64,9780099465640,Georgette Heyer,1950,The Grand Sophy,4.16,16282,18859,2284,https://images.gr-assets.com/books/1414731822m/261689.jpg
6928,299215,299215,102,9780226320620,Friedrich A. Hayek,1944,The Road to Serfdom,4.18,11306,13889,820,https://images.gr-assets.com/books/1327787673m/299215.jpg
6931,41502,41502,42,9780385337500,Diana Gabaldon,2007,Lord John and the Brotherhood of the Blade ,3.86,14952,17164,797,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6932,12468,12468,33,9780375700810,Norman Mailer,1979,The Executioner's Song,4.07,13829,15169,970,https://images.gr-assets.com/books/1325755176m/12468.jpg
6933,15755201,15755201,41,9780399161480,Robert Crais,2013,Suspect,4.14,14501,16993,2222,https://images.gr-assets.com/books/1345131356m/15755201.jpg
6934,11359,11359,50,9781400033450,Toni Morrison,1981,Tar Baby,3.91,13951,14602,379,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6935,837501,837501,45,9780140320980,William Pène du Bois,1947,The Twenty-One Balloons,3.96,17385,18514,1048,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6936,13093001,13093001,25,9780399157680,John Sandford,2012,Stolen Prey,4.17,13426,16316,1016,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6937,840,840,38,9780465067110,Donald A. Norman,1988,The Psychology of Everyday Things,4.18,11838,15202,1192,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6938,227658,227658,23,9780439632510,Margaret Peterson Haddix,1995,Running Out of Time,3.98,19126,20326,1291,https://images.gr-assets.com/books/1408913584m/227658.jpg
6939,392431,392431,22,9780007236340,Cathy Glass,2007,Damaged,4.2,11465,12909,811,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6941,129616,129616,39,9780671737630,Judith McNaught,1988,Something Wonderful,4.33,20049,20929,753,https://images.gr-assets.com/books/1435634530m/129616.jpg
6942,2003767,2003767,70,9780399154910,Nora Roberts,2008,Tribute,3.92,18811,20535,1003,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6943,46012,16116268,58,9780739420230,Debbie Macomber,2001,16 Lighthouse Road,4.08,9938,17930,1100,https://images.gr-assets.com/books/1388881732m/46012.jpg
6944,86172,86172,54,9780553381340,Tom Wolfe,1998,A Man in Full,3.8,12540,13565,760,https://images.gr-assets.com/books/1320472513m/86172.jpg
6945,42631,42631,20,9781578562590,Joanna Weaver,2000,Having a Mary Heart in a Martha World: Finding Intimacy With God in the Busyness of Life,4.16,12501,12838,412,https://images.gr-assets.com/books/1341472478m/42631.jpg
6946,7636774,7636774,29,9780061706550,Laura Lippman,2010,I'd Know You Anywhere,3.47,15337,17587,2055,https://images.gr-assets.com/books/1277582483m/7636774.jpg
6947,18166936,18166936,37,9780763665660,Leslye Walton,2014,The Strange and Beautiful Sorrows of Ava Lavender,4.12,18562,21560,4798,https://images.gr-assets.com/books/1397110326m/18166936.jpg
6948,17349163,17349163,24,9780062200460,Joanna Trollope,2013,Sense & Sensibility,3.55,11346,12379,1028,https://images.gr-assets.com/books/1363291870m/17349163.jpg
6951,264778,264778,10,9780380842930,Anna Lee Waldo,1978,Sacajawea,4.23,13504,13781,392,https://images.gr-assets.com/books/1315509057m/264778.jpg
6952,1722717,1722717,37,9781599901190,Gemma Malley,2007,The Declaration,3.71,16224,19274,1555,https://images.gr-assets.com/books/1317067021m/1722717.jpg
6953,18687079,18687079,4,9781616552950,"Gene Luen Yang, Michael Dante DiMartino, Bryan Konietzko, Gurihiru",2014,"Avatar: The Last Airbender: The Rift, Part 1",4.33,10560,10673,201,https://images.gr-assets.com/books/1382378982m/18687079.jpg
6954,12374,12374,52,9780099447120,Richard Ford,1995,Independence Day,3.86,11663,12877,634,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6955,2336803,2336803,29,9781416543830,Brad Thor,2008,The Last Patriot,4.16,12264,14106,669,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6956,214856,214856,14,9781416928060,Obert Skye,2005,"Leven Thumps and the Gateway to Foo (Leven Thumps, #1)",3.71,17760,18044,1539,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6957,18228202,18228202,21,9781414368180,Francine Rivers,2014,Bridge to Haven,4.07,11325,12877,1037,https://images.gr-assets.com/books/1376078910m/18228202.jpg
6958,16071736,20166980,31,9780307958720,J. Courtney Sullivan,2013,The Engagements,3.59,8634,15207,1885,https://images.gr-assets.com/books/1361254904m/16071736.jpg
6959,13168,13168,46,9780590664880,Beverly Cleary,1970,Runaway Ralph,3.95,16845,17858,324,https://images.gr-assets.com/books/1327883411m/13168.jpg
6961,2142,2142,29,9780849945110,Ted Dekker,2002,Blink,4.17,12037,14057,747,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6962,27213121,27213121,53,9780062320220,Daniel Silva,2016,The Black Widow,4.34,8822,16975,1608,https://images.gr-assets.com/books/1460313822m/27213121.jpg
6963,434764,434764,9,9781570089270,Stephen E. Robinson,1992,Believing Christ: The Parable of the Bicycle and Other Good News,4.51,12951,13348,818,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6966,17994,17994,64,9780385495320,Simon Singh,1999,"The Code Book. How to Make It, Break It, Hack It, Crack It",4.28,12919,15365,912,https://images.gr-assets.com/books/1403181687m/17994.jpg
6967,67513,67513,29,9780451460940,Karen Chance,2006,Touch the Dark,3.7,26970,28277,1531,https://images.gr-assets.com/books/1307391100m/67513.jpg
6968,11286,11286,38,9780446359210,Dan Simmons,1989,Carrion Comfort,3.89,13285,14794,768,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6970,815150,815150,38,9780440244170,Karen Marie Moning,2000,The Highlander's Touch ,4.15,22072,25398,1050,https://images.gr-assets.com/books/1257330461m/815150.jpg
6972,353342,353342,33,9780786816580,Avi,2002,Crispin: The Cross of Lead,3.59,18277,19115,1738,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6973,76667,76667,18,9780345322210,Piers Anthony,1986,Wielding a Red Sword,3.93,16222,16633,223,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6975,79006,79006,53,9780312933530,Jeffrey Archer,1993,Honour Among Thieves,3.82,12409,13336,276,https://images.gr-assets.com/books/1316131242m/79006.jpg
6976,7657484,7657484,25,9781401224680,"J. Michael Straczynski, Shane Davis, Sandra Hope, Barbara Ciardo, Rob Leigh",2010,"Superman: Earth One, Volume 1",3.9,12982,13693,637,https://images.gr-assets.com/books/1320538241m/7657484.jpg
6977,11106458,11106458,3,9781442440430,Cassandra Clare,2011,The Mortal Instrument Series: City of Bones / City of Ashes / City of Glass / City of Fallen Angels,4.59,13996,14474,376,https://images.gr-assets.com/books/1313073526m/11106458.jpg
6978,609035,609035,239,9780800786650,"John Foxe, W. Grinton Berry",1563,Foxe's Book of Martyrs,4.25,12117,13581,254,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6979,60223,60223,28,9780060009240,Rachel Gibson,2003,See Jane Score,4.06,20770,21808,656,https://images.gr-assets.com/books/1330265531m/60223.jpg
6980,17174,17174,17,9780312421850,Michael Dorris,1987,A Yellow Raft in Blue Water: A Novel,3.84,14380,14789,869,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6981,6294549,6294549,21,9780756405720,Seanan McGuire,2009,Rosemary and Rue,3.74,21030,23038,2091,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6982,64401,64401,29,9780441013460,Robert Lynn Asprin,1978,Another Fine Myth,4.03,17018,18048,502,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6984,6617185,6617185,38,9781568584260,"Simon Kuper, Stefan Szymanski",2009,"Soccernomics: Why England Loses, Why Germany and Brazil Win, and Why the U.S., Japan, Australia, Turkey--and Even Iraq--Are Destined to Become the Kings of the World's Most Popular Sport",3.91,10577,11824,541,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6985,4499214,4499214,36,9780340893620,Catherine Fisher,2000,Sapphique,3.7,16475,19648,1786,https://images.gr-assets.com/books/1327885488m/4499214.jpg
6986,127451,127451,14,9780553567150,Lurlene McDaniel,1995,"Don't Die, My Love",4.12,14197,14383,574,https://images.gr-assets.com/books/1320416427m/127451.jpg
6987,40482,40482,65,9780671553030,Tess Gerritsen,1996,Harvest ,4.09,14274,15904,581,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6988,1587362,1587362,13,9780764524840,Mark Bittman,2007,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food,4.08,12262,12372,366,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6989,20801166,20801166,22,9781250061780,Sandy   Hall,2014,A Little Something Different,3.65,14206,16719,3118,https://images.gr-assets.com/books/1396394307m/20801166.jpg
6990,17349222,17349222,18,9780062236680,Ann Patchett,2011,This Is the Story of a Happy Marriage,4.03,13126,15190,2565,https://images.gr-assets.com/books/1375215541m/17349222.jpg
6992,7853137,7853137,80,9780307588920,John Verdon,2010,Think of a Number,3.83,11877,17642,1837,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6994,114203,114203,69,9780515137120,Nora Roberts,2003,Birthright,3.99,19024,20503,625,https://images.gr-assets.com/books/1309282307m/114203.jpg
6995,434535,434535,11,9781590382230,James L. Ferrell,2004,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,4.41,12313,12528,2150,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6996,64895,64895,43,9780099268700,Mark Kurlansky,1988,Cod: A Biography of the Fish that Changed the World,3.92,13137,14378,1104,https://images.gr-assets.com/books/1356452461m/64895.jpg
6997,8167094,8167094,38,9780307265630,Brian Greene,2011,The Hidden Reality: Parallel Universes and the Search for the Deep Laws of the Cosmos,4.05,12080,13031,581,https://images.gr-assets.com/books/1320431300m/8167094.jpg
6998,38723,17573685,68,9780393322580,"Betty Friedan, Anna Quindlen",1963,The Feminine Mystique,3.85,9823,16455,1137,https://images.gr-assets.com/books/1479777578m/38723.jpg
6999,48862,48862,96,9780099478480,"Graham Greene, J.M. Coetzee",1938,Brighton Rock,3.72,13871,16340,1000,https://images.gr-assets.com/books/1337363402m/48862.jpg
7001,6452760,6452760,34,9780670021150,"Greg Mortenson, Khaled Hosseini",2009,"Stones into Schools: Promoting Peace with Books, Not Bombs, in Afghanistan and Pakistan",3.86,13543,14741,1786,https://images.gr-assets.com/books/1260845553m/6452760.jpg
7002,3009435,3009435,67,9780307264240,Toni Morrison,2008,A Mercy,3.65,14707,16104,2301,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7003,825,825,30,9780553573860,Neal Stephenson,1988,Zodiac,3.7,13353,14803,569,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7006,16335,16335,212,9781579126960,Agatha Christie,1928,The Mystery of the Blue Train,3.77,17011,21095,1032,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7007,10808006,10808006,45,9780316097410,"James Patterson, Maxine Paetro",2011,Private:  #1 Suspect,3.95,13428,16409,967,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7008,14295,14295,25,9780747553860,George Saunders,2000,Pastoralia,4.11,10786,13719,1108,https://images.gr-assets.com/books/1348067120m/14295.jpg
7009,13523061,13523061,24,9780446575060,Meg Jay,2012,The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now,4.11,12731,15517,1514,https://images.gr-assets.com/books/1334798998m/13523061.jpg
7010,1085771,1085771,25,9781582408290,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2007,The Walking Dead V 7,4.27,16769,17560,584,https://images.gr-assets.com/books/1289097173m/1085771.jpg
7011,291364,291364,21,9781844285080,H.A. Rey,1952,Curious George Rides a Bike,4.24,15461,15669,115,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7012,175319,175319,22,9780671655980,Robert A. Heinlein,1958,Methuselah's Children,3.98,15028,15995,219,https://images.gr-assets.com/books/1253209003m/175319.jpg
7013,12663646,12663646,13,9780062124360,Lauren Oliver,2011,Hana,3.63,20107,21357,1886,https://images.gr-assets.com/books/1324106918m/12663646.jpg
7014,102955,102955,11,9781563896170,"Garth Ennis, Steve Dillon, John McCrea",2000,"Preacher, Volume 8: All Hell's a-Coming",4.33,14300,14514,172,https://images.gr-assets.com/books/1309916812m/102955.jpg
7015,6356190,6356190,7,9781880418730,"Stephen King, Michael Whelan",2008,The Little Sisters of Eluria,4.24,14287,14401,161,https://images.gr-assets.com/books/1328794822m/6356190.jpg
7016,773480,773480,11,9780679886330,"Stan Berenstain, Jan Berenstain",1968,"Inside, Outside, Upside Down",4.13,15032,15184,124,https://images.gr-assets.com/books/1428895593m/773480.jpg
7017,6574542,6574542,38,9780399156140,Robert Crais,2010,The First Rule,4.2,14169,15610,808,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7018,483445,483445,42,9780425198920,David Colbert,2001,"The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts",3.96,13820,15145,267,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7019,825377,825377,23,9780763619620,Peter H. Reynolds,2003,The Dot,4.26,17436,17666,1113,https://images.gr-assets.com/books/1363702319m/825377.jpg
7020,6407514,6407514,12,9781599901670,Shannon Hale,2009,Forest Born,4.01,20603,21243,2049,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7021,34605,34605,43,9780425188930,Clive Barker,1985,The Damnation Game,3.82,14299,15328,373,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7022,78728,78728,85,9780060002110,"Milan Kundera, Linda Asher",2000,L'ignorance,3.76,9625,12954,846,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7023,381489,381489,25,9781416918740,Kate Brian,2006,Private,3.81,16556,17054,978,https://images.gr-assets.com/books/1331126301m/381489.jpg
7025,26506,26506,52,9780385340230,Danielle Steel,2007,Sisters,3.81,13621,14641,1065,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7026,337116,337116,57,9780553294610,"William Gibson, Bruce Sterling",1990,The Difference Engine,3.41,14517,16086,910,https://images.gr-assets.com/books/1327891675m/337116.jpg
7027,102954,102954,13,9781563895200,"Garth Ennis, Steve Dillon",1999,Preacher: Salvation,4.3,13902,14103,192,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7028,13425570,13425570,32,9780062102420,"Clayton M. Christensen, James Allworth, Karen Dillon",2012,How Will You Measure Your Life?,4.06,11475,13762,1349,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7029,11233988,11233988,27,9780763655980,Jon Klassen,2011,I Want My Hat Back,4.39,18489,18928,2240,https://images.gr-assets.com/books/1327888784m/11233988.jpg
7030,239109,239109,24,9780786932280,R.A. Salvatore,2003,The Lone Drow,4.15,12877,13780,135,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7031,2983489,2983489,15,9780670031600,Denis Leary,2008,"Why We Suck: A Feel Good Guide to Staying Fat, Loud, Lazy and Stupid",3.67,12880,13368,901,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7032,61672,61672,171,9782266127740,Françoise Sagan,1954,Bonjour tristesse,3.62,12355,17221,1131,https://images.gr-assets.com/books/1346107613m/61672.jpg
7033,25671861,25671861,25,9781466867500,Jeffrey Archer,2016,Cometh the Hour,4.13,7197,16257,1078,https://images.gr-assets.com/books/1433791167m/25671861.jpg
7034,11469379,11469379,37,9781402792810,Corban Addison,2011,A Walk Across the Sun,4.13,12091,13556,1779,https://images.gr-assets.com/books/1328767745m/11469379.jpg
7035,1126719,1126719,30,9780575099130,Alastair Reynolds,2008,House of Suns,4.19,13033,14763,767,https://images.gr-assets.com/books/1447892903m/1126719.jpg
7037,391724,391724,158,9781594561760,Edgar Allan Poe,1843,The Black Cat,4.07,16132,18899,1028,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7038,102327,102327,15,9780886773690,John Steakley,1984,Armor,4.12,13330,14170,716,https://images.gr-assets.com/books/1465894856m/102327.jpg
7039,19312,19312,92,9781930900240,"Astrid Lindgren, Ilon Wikland, Jill M. Morgan",1973,Bröderna Lejonhjärta,4.35,16325,20233,613,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7041,268598,268598,57,9780749934190,"J.D. Robb, Susan Ericksen",1999,Loyalty in Death,4.3,19219,22372,690,https://images.gr-assets.com/books/1458243301m/268598.jpg
7042,262229,262229,51,9780739429330,Sue Grafton,2002,"""Q"" is for Quarry",3.91,17505,19290,704,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7044,1373381,1373381,45,9780340830110,Jojo Moyes,2005,The Ship of Brides,3.74,12821,16875,1863,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7045,462684,462684,50,9780440867580,"Jacqueline Wilson, Nick Sharratt",1991,The Story of Tracy Beaker,3.69,14772,15313,382,https://images.gr-assets.com/books/1320527485m/462684.jpg
7046,543103,543103,28,9780425200410,Evan Wright,2004,Generation Kill,4.25,11680,13447,747,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7047,32453,32453,62,9780747236380,"Leigh Nichols, Dean Koontz",1984,Twilight,3.81,14476,15878,274,https://images.gr-assets.com/books/1327999566m/32453.jpg
7048,2033217,2033217,66,9780399155020,Daniel Silva,2008,Moscow Rules,4.17,13558,15823,884,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7049,25733983,25733983,27,9781101874940,Hope Jahren,2016,Lab Girl,4.04,16594,19798,3321,https://images.gr-assets.com/books/1441826687m/25733983.jpg
7050,2157243,2157243,48,9780061240880,Derek Landy,2008,Playing with Fire,4.31,15533,18533,1013,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7052,130916,130916,38,9780060598330,Patricia Gaffney,1999,The Saving Graces,3.78,13969,14327,663,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7053,272607,272607,63,9780440222680,Harlan Coben,1996,Fade Away,3.99,14679,17622,773,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7054,8948,8948,43,9780316156300,Darren Shan,2002,"Sons of Destiny (Cirque Du Freak, Book 12)",4.22,14997,16453,741,https://images.gr-assets.com/books/1344270002m/8948.jpg
7055,84927,84927,25,9780060935500,Peter Shaffer,1979,Amadeus,4.2,14285,14528,193,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7056,62485,62485,17,9780786918120,R.A. Salvatore,2000,"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3)",4.28,11293,12741,213,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7057,12753231,12753231,30,9780312569040,Emmy Laybourne,2012,Monument 14,3.89,17360,18739,2649,https://images.gr-assets.com/books/1337779838m/12753231.jpg
7058,251964,251964,18,9780060727220,Jude Deveraux,1980,The Black Lyon,3.99,14456,15837,329,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7059,12542,12542,16,9781594489430,Anne Lamott,2007,Grace [Eventually]: Thoughts on Faith,3.98,12863,13561,1053,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7060,335459,335459,3,9780307354170,Martha Stewart,2007,Everyday Food: Great Food Fast,3.93,11969,11973,145,https://images.gr-assets.com/books/1320479731m/335459.jpg
7062,12743472,12743472,27,9781408319470,Teri Terry,2012,Slated,4.07,17404,19805,2404,https://images.gr-assets.com/books/1453582609m/12743472.jpg
7063,1398034,1398034,41,9789799731230,Pramoedya Ananta Toer,1975,Bumi Manusia,4.37,8574,10499,1190,https://images.gr-assets.com/books/1464891625m/1398034.jpg
7064,108385,108385,37,9780843958450,Christine Feehan,2000,Dark Gold (Dark #3),4.16,19210,20961,562,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7065,5957702,5957702,54,9780743294390,Kathy Reichs,2009,206 Bones,3.92,17160,19519,1126,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7066,6076387,6076387,38,9780375409290,Lorrie Moore,2009,A Gate at the Stairs,3.14,13590,15214,3050,https://images.gr-assets.com/books/1327909646m/6076387.jpg
7068,929782,929782,398,9780140187720,"Jack London, Andrew Sinclair",1909,Martin Eden,4.39,12744,14933,741,https://images.gr-assets.com/books/1344411175m/929782.jpg
7069,68455,68455,63,9788370541250,Andrzej Sapkowski,1997,Wieża Jaskółki,4.34,10195,16630,400,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7070,1632833,1632833,55,9780385339520,Conn Iggulden,2008,"Lords of the Bow (Conqueror, #2)",4.31,11600,13612,529,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
